COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
TBX-Barcelona,10000,29,416
TBX-Barcelona,10000,29,240
TBX-Barcelona,10000,29,224
TBX-Barcelona,10000,29,239
TBX-Barcelona,10000,29,234
TBX-Barcelona,10000,29,202
TBX-Barcelona,10000,29,211
TBX-Barcelona,10000,29,180
TBX-Barcelona,10000,29,185
TBX-Barcelona,10000,29,176
TBX-Barcelona,10000,29,186
TBX-Barcelona,10000,29,179
TBX-Barcelona,10000,29,192
TBX-Barcelona,10000,29,174
TBX-Barcelona,10000,29,177
TBX-Barcelona,10000,29,206
TBX-Barcelona,10000,29,183
TBX-Barcelona,10000,29,200
TBX-Barcelona,10000,29,202
TBX-Barcelona,10000,29,205
TBX-Barcelona,10000,29,183
TBX-Barcelona,10000,29,178
TBX-Barcelona,10000,29,175
TBX-Barcelona,10000,29,188
TBX-Barcelona,10000,29,202
TBX-Barcelona,10000,29,189
TBX-Barcelona,10000,29,172
TBX-Barcelona,10000,29,180
TBX-Barcelona,10000,29,175
TBX-Barcelona,10000,29,176
TBX-Barcelona,10000,29,181
TBX-Barcelona,10000,29,177
TBX-Barcelona,10000,29,172
TBX-Barcelona,10000,29,173
TBX-Barcelona,10000,29,176
TBX-Barcelona,10000,29,208
TBX-Barcelona,10000,29,175
TBX-Barcelona,10000,29,171
TBX-Barcelona,10000,29,177
TBX-Barcelona,10000,29,169
TBX-Barcelona,10000,29,167
TBX-Barcelona,10000,29,165
TBX-Barcelona,10000,29,169
TBX-Barcelona,10000,29,171
TBX-Barcelona,10000,29,164
TBX-Barcelona,10000,29,202
TBX-Barcelona,10000,29,168
TBX-Barcelona,10000,29,171
TBX-Barcelona,10000,29,163
TBX-Barcelona,10000,29,161
TBX-Barcelona,10000,29,166
TBX-Barcelona,10000,29,172
TBX-Barcelona,10000,29,176
TBX-Barcelona,10000,29,168
TBX-Barcelona,10000,29,195
TBX-Barcelona,10000,29,174
TBX-Barcelona,10000,29,161
TBX-Barcelona,10000,29,170
TBX-Barcelona,10000,29,159
TBX-Barcelona,10000,29,166
TBX-Barcelona,10000,29,164
TBX-Barcelona,10000,29,188
TBX-Barcelona,10000,29,185
TBX-Barcelona,10000,29,167
TBX-Barcelona,10000,29,174
TBX-Barcelona,10000,29,181
TBX-Barcelona,10000,29,175
TBX-Barcelona,10000,29,176
TBX-Barcelona,10000,29,199
TBX-Barcelona,10000,29,170
TBX-Barcelona,10000,29,170
TBX-Barcelona,10000,29,172
TBX-Barcelona,10000,29,169
TBX-Barcelona,10000,29,164
TBX-Barcelona,10000,29,173
TBX-Barcelona,10000,29,208
TBX-Barcelona,10000,29,166
TBX-Barcelona,10000,29,168
TBX-Barcelona,10000,29,165
TBX-Barcelona,10000,29,172
TBX-Barcelona,10000,29,160
TBX-Barcelona,10000,29,206
TBX-Barcelona,10000,29,173
TBX-Barcelona,10000,29,167
TBX-Barcelona,10000,29,169
TBX-Barcelona,10000,29,164
TBX-Barcelona,10000,29,161
TBX-Barcelona,10000,29,167
TBX-Barcelona,10000,29,206
TBX-Barcelona,10000,29,179
TBX-Barcelona,10000,29,164
TBX-Barcelona,10000,29,162
TBX-Barcelona,10000,29,165
TBX-Barcelona,10000,29,159
TBX-Barcelona,10000,29,168
TBX-Barcelona,10000,29,173
TBX-Barcelona,10000,29,200
TBX-Barcelona,10000,29,169
TBX-Barcelona,10000,29,164
TBX-Barcelona,10000,29,167
