COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
TBX-Barcelona,10000000,1,4592
TBX-Barcelona,10000000,1,2866
TBX-Barcelona,10000000,1,2869
TBX-Barcelona,10000000,1,2883
TBX-Barcelona,10000000,1,2826
TBX-Barcelona,10000000,1,2873
TBX-Barcelona,10000000,1,2829
TBX-Barcelona,10000000,1,2807
TBX-Barcelona,10000000,1,2878
TBX-Barcelona,10000000,1,2937
TBX-Barcelona,10000000,1,2808
TBX-Barcelona,10000000,1,2943
TBX-Barcelona,10000000,1,2878
TBX-Barcelona,10000000,1,2871
TBX-Barcelona,10000000,1,2793
TBX-Barcelona,10000000,1,2878
TBX-Barcelona,10000000,1,2906
TBX-Barcelona,10000000,1,2802
TBX-Barcelona,10000000,1,2945
TBX-Barcelona,10000000,1,3173
TBX-Barcelona,10000000,1,2816
TBX-Barcelona,10000000,1,2844
TBX-Barcelona,10000000,1,2857
TBX-Barcelona,10000000,1,2993
TBX-Barcelona,10000000,1,2989
TBX-Barcelona,10000000,1,3591
TBX-Barcelona,10000000,1,3208
TBX-Barcelona,10000000,1,3384
TBX-Barcelona,10000000,1,3080
TBX-Barcelona,10000000,1,2913
TBX-Barcelona,10000000,1,2838
TBX-Barcelona,10000000,1,2934
TBX-Barcelona,10000000,1,2844
TBX-Barcelona,10000000,1,2926
TBX-Barcelona,10000000,1,2874
TBX-Barcelona,10000000,1,2868
TBX-Barcelona,10000000,1,2779
TBX-Barcelona,10000000,1,2821
TBX-Barcelona,10000000,1,2914
TBX-Barcelona,10000000,1,2811
TBX-Barcelona,10000000,1,2913
TBX-Barcelona,10000000,1,2895
TBX-Barcelona,10000000,1,2793
TBX-Barcelona,10000000,1,2866
TBX-Barcelona,10000000,1,2794
TBX-Barcelona,10000000,1,2872
TBX-Barcelona,10000000,1,2850
TBX-Barcelona,10000000,1,2854
TBX-Barcelona,10000000,1,2813
TBX-Barcelona,10000000,1,2911
