COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
TBX-Barcelona,10000,29,410
TBX-Barcelona,10000,29,72
TBX-Barcelona,10000,29,64
TBX-Barcelona,10000,29,65
TBX-Barcelona,10000,29,66
TBX-Barcelona,10000,29,67
TBX-Barcelona,10000,29,68
TBX-Barcelona,10000,29,73
TBX-Barcelona,10000,29,81
TBX-Barcelona,10000,29,70
TBX-Barcelona,10000,29,54
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,58
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,51
TBX-Barcelona,10000,29,54
TBX-Barcelona,10000,29,59
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,52
TBX-Barcelona,10000,29,56
TBX-Barcelona,10000,29,59
TBX-Barcelona,10000,29,58
TBX-Barcelona,10000,29,66
TBX-Barcelona,10000,29,63
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,54
TBX-Barcelona,10000,29,60
TBX-Barcelona,10000,29,61
TBX-Barcelona,10000,29,59
TBX-Barcelona,10000,29,80
TBX-Barcelona,10000,29,78
TBX-Barcelona,10000,29,74
TBX-Barcelona,10000,29,69
TBX-Barcelona,10000,29,60
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,57
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,57
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,52
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,56
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,58
TBX-Barcelona,10000,29,54
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,60
TBX-Barcelona,10000,29,59
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,60
TBX-Barcelona,10000,29,57
TBX-Barcelona,10000,29,73
TBX-Barcelona,10000,29,65
TBX-Barcelona,10000,29,50
TBX-Barcelona,10000,29,51
TBX-Barcelona,10000,29,56
TBX-Barcelona,10000,29,51
TBX-Barcelona,10000,29,50
TBX-Barcelona,10000,29,50
TBX-Barcelona,10000,29,52
TBX-Barcelona,10000,29,51
TBX-Barcelona,10000,29,51
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,51
TBX-Barcelona,10000,29,52
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,56
TBX-Barcelona,10000,29,52
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,52
TBX-Barcelona,10000,29,52
TBX-Barcelona,10000,29,57
TBX-Barcelona,10000,29,52
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,57
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,53
TBX-Barcelona,10000,29,62
TBX-Barcelona,10000,29,54
TBX-Barcelona,10000,29,58
TBX-Barcelona,10000,29,54
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,61
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,54
TBX-Barcelona,10000,29,60
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,64
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,55
TBX-Barcelona,10000,29,60
TBX-Barcelona,10000,29,56
TBX-Barcelona,10000,29,61
TBX-Barcelona,10000,29,59
