COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
TBX-Barcelona,50000,8,282
TBX-Barcelona,50000,8,162
TBX-Barcelona,50000,8,142
TBX-Barcelona,50000,8,170
TBX-Barcelona,50000,8,148
TBX-Barcelona,50000,8,129
TBX-Barcelona,50000,8,132
TBX-Barcelona,50000,8,124
TBX-Barcelona,50000,8,141
TBX-Barcelona,50000,8,129
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,128
TBX-Barcelona,50000,8,124
TBX-Barcelona,50000,8,127
TBX-Barcelona,50000,8,128
TBX-Barcelona,50000,8,129
TBX-Barcelona,50000,8,124
TBX-Barcelona,50000,8,132
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,131
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,156
TBX-Barcelona,50000,8,133
TBX-Barcelona,50000,8,127
TBX-Barcelona,50000,8,144
TBX-Barcelona,50000,8,129
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,132
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,127
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,146
TBX-Barcelona,50000,8,122
TBX-Barcelona,50000,8,134
TBX-Barcelona,50000,8,124
TBX-Barcelona,50000,8,130
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,152
TBX-Barcelona,50000,8,131
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,131
TBX-Barcelona,50000,8,122
TBX-Barcelona,50000,8,124
TBX-Barcelona,50000,8,128
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,132
TBX-Barcelona,50000,8,123
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,153
TBX-Barcelona,50000,8,131
TBX-Barcelona,50000,8,122
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,127
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,120
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,127
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,156
TBX-Barcelona,50000,8,131
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,128
TBX-Barcelona,50000,8,122
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,122
TBX-Barcelona,50000,8,122
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,144
TBX-Barcelona,50000,8,135
TBX-Barcelona,50000,8,132
TBX-Barcelona,50000,8,131
TBX-Barcelona,50000,8,123
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,125
TBX-Barcelona,50000,8,123
TBX-Barcelona,50000,8,156
TBX-Barcelona,50000,8,133
TBX-Barcelona,50000,8,138
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,124
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,126
TBX-Barcelona,50000,8,122
TBX-Barcelona,50000,8,188
TBX-Barcelona,50000,8,120
TBX-Barcelona,50000,8,124
TBX-Barcelona,50000,8,121
TBX-Barcelona,50000,8,122
TBX-Barcelona,50000,8,119
TBX-Barcelona,50000,8,125
