COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
NMBS,300000,14,1516
NMBS,300000,14,901
NMBS,300000,14,857
NMBS,300000,14,903
NMBS,300000,14,854
NMBS,300000,14,897
NMBS,300000,14,904
NMBS,300000,14,860
NMBS,300000,14,880
NMBS,300000,14,872
NMBS,300000,14,864
NMBS,300000,14,881
NMBS,300000,14,846
NMBS,300000,14,870
NMBS,300000,14,841
NMBS,300000,14,879
NMBS,300000,14,881
NMBS,300000,14,847
NMBS,300000,14,877
NMBS,300000,14,835
NMBS,300000,14,872
NMBS,300000,14,881
NMBS,300000,14,845
NMBS,300000,14,869
NMBS,300000,14,838
NMBS,300000,14,866
NMBS,300000,14,870
NMBS,300000,14,847
NMBS,300000,14,869
NMBS,300000,14,834
NMBS,300000,14,869
NMBS,300000,14,864
NMBS,300000,14,854
NMBS,300000,14,875
NMBS,300000,14,839
NMBS,300000,14,874
NMBS,300000,14,866
NMBS,300000,14,851
NMBS,300000,14,873
NMBS,300000,14,836
NMBS,300000,14,867
NMBS,300000,14,870
NMBS,300000,14,841
NMBS,300000,14,872
NMBS,300000,14,845
NMBS,300000,14,870
NMBS,300000,14,841
NMBS,300000,14,872
NMBS,300000,14,861
NMBS,300000,14,839
NMBS,300000,14,871
NMBS,300000,14,836
NMBS,300000,14,887
NMBS,300000,14,863
NMBS,300000,14,841
NMBS,300000,14,875
NMBS,300000,14,836
NMBS,300000,14,869
NMBS,300000,14,855
NMBS,300000,14,843
NMBS,300000,14,877
NMBS,300000,14,838
NMBS,300000,14,888
NMBS,300000,14,853
NMBS,300000,14,876
NMBS,300000,14,858
NMBS,300000,14,849
NMBS,300000,14,870
NMBS,300000,14,835
NMBS,300000,14,868
NMBS,300000,14,864
NMBS,300000,14,849
NMBS,300000,14,878
NMBS,300000,14,838
NMBS,300000,14,871
NMBS,300000,14,860
NMBS,300000,14,846
NMBS,300000,14,874
NMBS,300000,14,844
NMBS,300000,14,871
NMBS,300000,14,839
NMBS,300000,14,869
NMBS,300000,14,864
NMBS,300000,14,837
NMBS,300000,14,873
NMBS,300000,14,831
NMBS,300000,14,869
NMBS,300000,14,861
NMBS,300000,14,840
NMBS,300000,14,868
NMBS,300000,14,835
NMBS,300000,14,864
NMBS,300000,14,854
NMBS,300000,14,850
NMBS,300000,14,869
NMBS,300000,14,832
NMBS,300000,14,866
NMBS,300000,14,857
NMBS,300000,14,854
NMBS,300000,14,865
