COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
TBS-Barcelona,500000,2,454
TBS-Barcelona,500000,2,179
TBS-Barcelona,500000,2,179
TBS-Barcelona,500000,2,251
TBS-Barcelona,500000,2,164
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,155
TBS-Barcelona,500000,2,177
TBS-Barcelona,500000,2,206
TBS-Barcelona,500000,2,157
TBS-Barcelona,500000,2,153
TBS-Barcelona,500000,2,153
TBS-Barcelona,500000,2,153
TBS-Barcelona,500000,2,187
TBS-Barcelona,500000,2,157
TBS-Barcelona,500000,2,183
TBS-Barcelona,500000,2,185
TBS-Barcelona,500000,2,179
TBS-Barcelona,500000,2,186
TBS-Barcelona,500000,2,178
TBS-Barcelona,500000,2,184
TBS-Barcelona,500000,2,185
TBS-Barcelona,500000,2,196
TBS-Barcelona,500000,2,202
TBS-Barcelona,500000,2,176
TBS-Barcelona,500000,2,166
TBS-Barcelona,500000,2,184
TBS-Barcelona,500000,2,204
TBS-Barcelona,500000,2,175
TBS-Barcelona,500000,2,157
TBS-Barcelona,500000,2,164
TBS-Barcelona,500000,2,165
TBS-Barcelona,500000,2,191
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,154
TBS-Barcelona,500000,2,181
TBS-Barcelona,500000,2,171
TBS-Barcelona,500000,2,206
TBS-Barcelona,500000,2,161
TBS-Barcelona,500000,2,196
TBS-Barcelona,500000,2,207
TBS-Barcelona,500000,2,151
TBS-Barcelona,500000,2,185
TBS-Barcelona,500000,2,162
TBS-Barcelona,500000,2,178
TBS-Barcelona,500000,2,161
TBS-Barcelona,500000,2,159
TBS-Barcelona,500000,2,185
TBS-Barcelona,500000,2,145
TBS-Barcelona,500000,2,146
TBS-Barcelona,500000,2,158
TBS-Barcelona,500000,2,153
TBS-Barcelona,500000,2,192
TBS-Barcelona,500000,2,153
TBS-Barcelona,500000,2,148
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,154
TBS-Barcelona,500000,2,196
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,146
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,154
TBS-Barcelona,500000,2,182
TBS-Barcelona,500000,2,140
TBS-Barcelona,500000,2,149
TBS-Barcelona,500000,2,157
TBS-Barcelona,500000,2,151
TBS-Barcelona,500000,2,177
TBS-Barcelona,500000,2,146
TBS-Barcelona,500000,2,154
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,157
TBS-Barcelona,500000,2,178
TBS-Barcelona,500000,2,146
TBS-Barcelona,500000,2,154
TBS-Barcelona,500000,2,151
TBS-Barcelona,500000,2,184
TBS-Barcelona,500000,2,143
TBS-Barcelona,500000,2,146
TBS-Barcelona,500000,2,151
TBS-Barcelona,500000,2,154
TBS-Barcelona,500000,2,183
TBS-Barcelona,500000,2,141
TBS-Barcelona,500000,2,147
TBS-Barcelona,500000,2,153
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,182
TBS-Barcelona,500000,2,145
TBS-Barcelona,500000,2,151
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,177
TBS-Barcelona,500000,2,148
TBS-Barcelona,500000,2,148
TBS-Barcelona,500000,2,153
TBS-Barcelona,500000,2,152
TBS-Barcelona,500000,2,185
TBS-Barcelona,500000,2,140
TBS-Barcelona,500000,2,147
TBS-Barcelona,500000,2,155
