COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
TBS-Barcelona,10000000,1,6717
TBS-Barcelona,10000000,1,5529
TBS-Barcelona,10000000,1,5538
TBS-Barcelona,10000000,1,5340
TBS-Barcelona,10000000,1,5356
TBS-Barcelona,10000000,1,5497
TBS-Barcelona,10000000,1,5510
TBS-Barcelona,10000000,1,5429
TBS-Barcelona,10000000,1,5337
TBS-Barcelona,10000000,1,5514
TBS-Barcelona,10000000,1,5353
TBS-Barcelona,10000000,1,5463
TBS-Barcelona,10000000,1,5451
TBS-Barcelona,10000000,1,5423
TBS-Barcelona,10000000,1,5310
TBS-Barcelona,10000000,1,5388
TBS-Barcelona,10000000,1,5407
TBS-Barcelona,10000000,1,5547
TBS-Barcelona,10000000,1,5362
TBS-Barcelona,10000000,1,5437
TBS-Barcelona,10000000,1,5354
TBS-Barcelona,10000000,1,5503
TBS-Barcelona,10000000,1,5421
TBS-Barcelona,10000000,1,5445
TBS-Barcelona,10000000,1,5539
TBS-Barcelona,10000000,1,5331
TBS-Barcelona,10000000,1,5275
TBS-Barcelona,10000000,1,5482
TBS-Barcelona,10000000,1,5388
TBS-Barcelona,10000000,1,5543
TBS-Barcelona,10000000,1,5542
TBS-Barcelona,10000000,1,5348
TBS-Barcelona,10000000,1,5427
TBS-Barcelona,10000000,1,5329
TBS-Barcelona,10000000,1,5402
TBS-Barcelona,10000000,1,5564
TBS-Barcelona,10000000,1,5402
TBS-Barcelona,10000000,1,5470
TBS-Barcelona,10000000,1,5674
TBS-Barcelona,10000000,1,5486
TBS-Barcelona,10000000,1,5356
TBS-Barcelona,10000000,1,5474
TBS-Barcelona,10000000,1,5274
TBS-Barcelona,10000000,1,5445
TBS-Barcelona,10000000,1,5379
TBS-Barcelona,10000000,1,5504
TBS-Barcelona,10000000,1,5496
TBS-Barcelona,10000000,1,5302
TBS-Barcelona,10000000,1,5441
TBS-Barcelona,10000000,1,5368
TBS-Barcelona,10000000,1,5581
TBS-Barcelona,10000000,1,5596
TBS-Barcelona,10000000,1,5400
TBS-Barcelona,10000000,1,5992
TBS-Barcelona,10000000,1,5517
TBS-Barcelona,10000000,1,5265
TBS-Barcelona,10000000,1,5404
TBS-Barcelona,10000000,1,5513
TBS-Barcelona,10000000,1,5449
TBS-Barcelona,10000000,1,5504
TBS-Barcelona,10000000,1,5403
TBS-Barcelona,10000000,1,5474
TBS-Barcelona,10000000,1,5528
TBS-Barcelona,10000000,1,5768
TBS-Barcelona,10000000,1,5554
TBS-Barcelona,10000000,1,5715
TBS-Barcelona,10000000,1,5933
TBS-Barcelona,10000000,1,6766
