COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
TBS-Barcelona,10000000,1,6655
TBS-Barcelona,10000000,1,4717
TBS-Barcelona,10000000,1,4414
TBS-Barcelona,10000000,1,4555
TBS-Barcelona,10000000,1,4310
TBS-Barcelona,10000000,1,4400
TBS-Barcelona,10000000,1,4420
TBS-Barcelona,10000000,1,4397
TBS-Barcelona,10000000,1,4394
TBS-Barcelona,10000000,1,4394
TBS-Barcelona,10000000,1,4336
TBS-Barcelona,10000000,1,4426
TBS-Barcelona,10000000,1,4302
TBS-Barcelona,10000000,1,4411
TBS-Barcelona,10000000,1,4367
TBS-Barcelona,10000000,1,4444
TBS-Barcelona,10000000,1,4362
TBS-Barcelona,10000000,1,4387
TBS-Barcelona,10000000,1,4485
TBS-Barcelona,10000000,1,4306
TBS-Barcelona,10000000,1,4434
TBS-Barcelona,10000000,1,4392
TBS-Barcelona,10000000,1,4302
TBS-Barcelona,10000000,1,4288
TBS-Barcelona,10000000,1,4280
TBS-Barcelona,10000000,1,4308
TBS-Barcelona,10000000,1,4424
TBS-Barcelona,10000000,1,4341
TBS-Barcelona,10000000,1,4382
TBS-Barcelona,10000000,1,4367
TBS-Barcelona,10000000,1,4355
TBS-Barcelona,10000000,1,4427
TBS-Barcelona,10000000,1,4357
TBS-Barcelona,10000000,1,4383
TBS-Barcelona,10000000,1,4362
TBS-Barcelona,10000000,1,4304
TBS-Barcelona,10000000,1,4339
TBS-Barcelona,10000000,1,4313
TBS-Barcelona,10000000,1,4371
TBS-Barcelona,10000000,1,4372
TBS-Barcelona,10000000,1,4396
TBS-Barcelona,10000000,1,4344
TBS-Barcelona,10000000,1,4400
TBS-Barcelona,10000000,1,4421
TBS-Barcelona,10000000,1,4344
TBS-Barcelona,10000000,1,4411
TBS-Barcelona,10000000,1,4346
TBS-Barcelona,10000000,1,4461
TBS-Barcelona,10000000,1,4343
TBS-Barcelona,10000000,1,4414
TBS-Barcelona,10000000,1,4297
TBS-Barcelona,10000000,1,4357
TBS-Barcelona,10000000,1,4293
TBS-Barcelona,10000000,1,4370
TBS-Barcelona,10000000,1,4302
TBS-Barcelona,10000000,1,4317
TBS-Barcelona,10000000,1,4252
TBS-Barcelona,10000000,1,4327
TBS-Barcelona,10000000,1,4389
TBS-Barcelona,10000000,1,4490
TBS-Barcelona,10000000,1,4365
TBS-Barcelona,10000000,1,4364
TBS-Barcelona,10000000,1,4389
TBS-Barcelona,10000000,1,4397
TBS-Barcelona,10000000,1,4291
TBS-Barcelona,10000000,1,4246
TBS-Barcelona,10000000,1,4302
TBS-Barcelona,10000000,1,4408
