COMPANY,FRAGMENT_SIZE,REQUESTS,RESPONSE_TIME
De Lijn,10000,49,25817
De Lijn,10000,49,25702
De Lijn,10000,49,26389
De Lijn,10000,49,26207
De Lijn,10000,49,25807
De Lijn,10000,49,25437
De Lijn,10000,49,26020
De Lijn,10000,49,25619
De Lijn,10000,49,26496
De Lijn,10000,49,25638
De Lijn,10000,49,26430
De Lijn,10000,49,26155
De Lijn,10000,49,26276
De Lijn,10000,49,26084
De Lijn,10000,49,26508
De Lijn,10000,49,26558
De Lijn,10000,49,27573
De Lijn,10000,49,27262
De Lijn,10000,49,26394
De Lijn,10000,49,29579
De Lijn,10000,49,31802
De Lijn,10000,49,29410
De Lijn,10000,49,29345
De Lijn,10000,49,27813
De Lijn,10000,49,27822
De Lijn,10000,49,28455
De Lijn,10000,49,26537
De Lijn,10000,49,28402
De Lijn,10000,49,28102
De Lijn,10000,49,29469
